name	seg_comp	component 	vol_per_comp	pixel_bright_sum_per_comp	mean_pixel_bright_per_comp	compactness_per_comp	sphericity_per_comp
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component01.seg	1	Cytoplasm	18352000	6841	184,8918919	27,95119333	0,130442375
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component01.seg	2	Cytoplasm	8432000	2914	171,4117647	28,39716206	0,429065462
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component01.seg	3	Cytoplasm	8432000	2586	152,1176471	21,87192044	0,429065462
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component01.seg	4	Cytoplasm	5952000	2136	178	24,89282148	0,338445081
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component01.seg	5	Cytoplasm	5456000	1913	173,9090909	26,69160978	0,310241324
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component02.seg	1	Cytoplasm	4960000	1660	166	18,79546129	4,680616726
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component03.seg	1	Cytoplasm	31744000	14584	227,875	26,00532931	0,208575407
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component04.seg	1	Cytoplasm	30256000	10402	170,5245902	28,8996654	0,064378125
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component04.seg	2	Cytoplasm	11904000	5818	242,4166667	30,84814876	0,090273768
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component05.seg	1	Cytoplasm	15376000	4959	159,9677419	24,78218898	0,574703494
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component05.seg	2	Cytoplasm	14384000	4673	161,137931	22,831306	0,634507029
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component05.seg	3	Mixed	13888000	8062	287,9285714	29,14603118	0,104688742
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component05.seg	4	Cytoplasm	4960000	1523	152,3	18,79546129	3,15782495
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component06.seg	1	Cytoplasm	21824000	8453	192,1136364	26,65188066	0,161596361
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component06.seg	2	Cytoplasm	21328000	8153	189,6046512	27,97920893	0,151595192
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component06.seg	3	Mixed	5952000	4218	351,5	27,82813383	0,302869738
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component07.seg	1	Cytoplasm	18352000	8228	222,3783784	29,16368492	0,138338695
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component07.seg	2	Cytoplasm	5456000	1910	173,6363636	25,771261	0,310241324
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component07.seg	3	Nucleus	5456000	4155	377,7272727	26,23008983	0,289957215
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component08.seg	1	Cytoplasm	13392000	4482	166	27,42057668	0,096857615
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component08.seg	2	Nucleus	12896000	10502	403,9230769	24,69919439	0,098388093
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component08.seg	3	Cytoplasm	9920000	3428	171,4	31,45032049	0,074777673
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component08.seg	4	Cytoplasm	5952000	2144	178,6666667	24,46730897	0,316316962
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component09.seg	1	Cytoplasm	23808000	13758	286,625	21,58607189	0,778788521
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component09.seg	2	Cytoplasm	10416000	3861	183,8571429	24,9465609	0,530022041
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component09.seg	3	Cytoplasm	8432000	3060	180	25,70213471	0,429065462
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component09.seg	4	Cytoplasm	4960000	1933	193,3	18,79546129	3,15782495
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component09.seg	5	Cytoplasm	4960000	1736	173,6	24,06119799	0,282037567
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component10.seg	1	Cytoplasm	13392000	4324	160,1481481	22,63123195	0,579432914
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component10.seg	2	Nucleus	13392000	10206	378	25,70644946	0,104052692
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component10.seg	3	Cytoplasm	9920000	3792	189,6	21,62919367	0,474014125
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component10.seg	4	Cytoplasm	9424000	4063	213,8421053	25,40798711	0,479543751
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component10.seg	5	Cytoplasm	5456000	2090	190	20,69354501	3,473607445
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component12.seg	1	Cytoplasm	30256000	10268	168,3278689	29,92969296	0,068029433
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component12.seg	2	Nucleus	8928000	10284	571,3333333	25,2494711	0,454304606
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component12.seg	3	Cytoplasm	5456000	1915	174,0909091	26,69160978	0,260707769
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component12.seg	4	Cytoplasm	4960000	1987	198,7	43,5483871	0,038538034
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component13.seg	1	Cytoplasm	16864000	6431	189,1470588	27,55917941	0,127122044
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component13.seg	2	Cytoplasm	11904000	4311	179,625	24,65191598	0,56881695
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component13.seg	3	Cytoplasm	10912000	3747	170,3181818	26,89299925	0,490873817
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component13.seg	4	Cytoplasm	10416000	5860	279,047619	19,03344513	2,344565408
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component14.seg	1	Cytoplasm	10416000	4357	207,4761905	29,32976597	0,079467306
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component16.seg	1	Cytoplasm	30752000	12523	201,983871	25,71746588	0,071425879
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component16.seg	2	Cytoplasm	22816000	8013	174,1956522	27,9002485	0,156720745
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component16.seg	3	Cytoplasm	22320000	11650	258,8888889	20,69768118	0,834247008
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component16.seg	4	Cytoplasm	17360000	8179	233,6857143	30,38228951	0,125556167
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component16.seg	5	Cytoplasm	9424000	3824	201,2631579	25,40798711	0,450313419
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component16.seg	6	Cytoplasm	8928000	3771	209,5	24,5978922	0,454304606
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component16.seg	7	Cytoplasm	6448000	2826	217,3846154	25,68750815	0,366648837
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component16.seg	8	Cytoplasm	5952000	2336	194,6666667	22,06865378	0,316316962
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component17.seg	1	Mixed	22320000	15819	351,5333333	27,09861335	0,154181585
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component17.seg	2	Cytoplasm	17856000	7092	197	21,1942194	0,633962046
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component17.seg	3	Mixed	11904000	9731	405,4583333	23,12733389	0,452800719
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component17.seg	4	Cytoplasm	5456000	3454	314	33,67694336	0,310241324
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component17.seg	5	Cytoplasm	4960000	2077	207,7	18,79546129	4,680616726
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component18.seg	1	Cytoplasm	8432000	4659	274,0588235	25,02130587	0,429065462
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component18.seg	2	Cytoplasm	6944000	3492	249,4285714	19,97986175	2,713453342
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component18.seg	3	Cytoplasm	6448000	2594	199,5384615	18,23441496	4,105172435
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component18.seg	4	Cytoplasm	4960000	2417	241,7	18,79546129	3,15782495
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component19.seg	1	Cytoplasm	28272000	9144	160,4210526	23,95487997	0,195296674
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component19.seg	2	Cytoplasm	24800000	9444	188,88	29,63500239	0,057287932
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component19.seg	3	Cytoplasm	8432000	2799	164,6470588	25,36095873	0,429065462
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component19.seg	4	Cytoplasm	6448000	2101	161,6153846	18,23441496	4,105172435
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component19.seg	5	Cytoplasm	4960000	1717	171,7	18,79546129	3,15782495
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component20.seg	1	Cytoplasm	14384000	5979	206,1724138	23,06192416	0,547134202
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component21.seg	1	Cytoplasm	10416000	6351	302,4285714	23,85197979	0,433889014
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component21.seg	2	Cytoplasm	6944000	2427	173,3571429	24,61593648	0,369036455
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component21.seg	3	Cytoplasm	5952000	3114	259,5	28,71859256	0,262554632
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component22.seg	1	Cytoplasm	14384000	7217	248,862069	21,74648308	0,634507029
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component22.seg	2	Cytoplasm	6448000	2422	186,3076923	18,23441496	4,105172435
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component22.seg	3	Cytoplasm	5952000	3122	260,1666667	19,36019042	3,78938994
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component23.seg	1	Cytoplasm	33232000	15013	224,0746269	34,18736975	0,065092177
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component23.seg	2	Cytoplasm	22816000	10960	238,2608696	22,18841223	0,746338999
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component23.seg	3	Cytoplasm	21328000	9837	228,7674419	28,35901397	0,14732907
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component23.seg	4	Cytoplasm	20336000	8423	205,4390244	28,20886685	0,137357813
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component23.seg	5	Cytoplasm	14880000	6582	219,4	22,74128945	0,566000899
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component23.seg	6	Cytoplasm	14880000	6381	212,7	27,44193344	0,113524723
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component23.seg	7	Cytoplasm	11904000	5182	215,9166667	31,71844108	0,092491282
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component23.seg	8	Cytoplasm	11904000	7596	316,5	29,77169506	0,422641364
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component23.seg	9	Cytoplasm	11904000	4756	198,1666667	24,65191598	0,56881695
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component23.seg	10	Cytoplasm	11408000	4853	211	23,31638848	0,545116244
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component23.seg	11	Mixed	11408000	7569	329,0869565	26,00385019	0,503229712
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component23.seg	12	Cytoplasm	11408000	3756	163,3043478	27,63397202	0,085994324
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component23.seg	13	Cytoplasm	5456000	2211	201	20,69354501	5,148678398
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component23.seg	14	Cytoplasm	4960000	1875	187,5	33,39376059	0,223124462
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component25.seg	1	Mixed	58528000	35231	298,5677966	35,33412713	0,093391167
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component25.seg	2	Cytoplasm	18848000	9749	256,5526316	23,58124749	0,522294053
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component25.seg	3	Cytoplasm	18848000	7487	197,0263158	28,18970207	0,044505329
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component25.seg	4	Cytoplasm	12400000	3767	150,68	28,03470613	0,094603935
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component25.seg	5	Mixed	10416000	7054	335,9047619	26,43123873	0,396200629
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component25.seg	6	Cytoplasm	8432000	2745	161,4705882	26,73473411	0,299370966
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component25.seg	7	Cytoplasm	5952000	2398	199,8333333	28,2721946	0,316316962
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component26.seg	1	Nucleus	21328000	22214	516,6046512	26,33778139	0,157923716
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component26.seg	2	Cytoplasm	14384000	7249	249,9655172	27,22039874	0,537625849
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component26.seg	3	Cytoplasm	9424000	6120	322,1052632	25,72492439	0,479543751
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component26.seg	4	Nucleus	9424000	8442	444,3157895	26,3627145	0,479543751
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component26.seg	5	Cytoplasm	5456000	2492	226,5454545	27,62266089	0,260707769
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component27.seg	1	Cytoplasm	24800000	13715	274,3	27,94842491	0,17627348
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component27.seg	2	Nucleus	15376000	12461	401,9677419	22,44420795	0,640502831
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component27.seg	3	Nucleus	9920000	12100	605	24,7410102	0,377333933
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component27.seg	4	Cytoplasm	4960000	2186	218,6	18,79546129	4,680616726
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component28.seg	1	Cytoplasm	58032000	24855	212,4358974	32,06304286	0,164161506
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component28.seg	2	Cytoplasm	47120000	18367	193,3368421	24,96642581	0,26365935
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component28.seg	3	Cytoplasm	25792000	10138	194,9615385	29,59379822	0,422915714
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component28.seg	4	Nucleus	21824000	17796	404,4545455	28,08732851	0,155120662
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component28.seg	5	Cytoplasm	19344000	8526	218,6153846	21,15521921	0,686792217
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component29.seg	1	Cytoplasm	10912000	6402	291	16,46475343	2,605048109
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component29.seg	2	Cytoplasm	10416000	3221	153,3809524	22,20574611	0,497714831
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component29.seg	3	Cytoplasm	10416000	3017	143,6666667	25,83393688	0,459470607
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component29.seg	4	Cytoplasm	8928000	3048	169,3333333	29,44807066	0,066107602
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component29.seg	5	Mixed	5952000	3902	325,1666667	30,87053141	0,309471659
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component29.seg	6	Mixed	5952000	3779	314,9166667	19,36019042	2,534025286
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component30.seg	1	Cytoplasm	42160000	12951	152,3647059	27,96376796	0,093540804
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component30.seg	2	Cytoplasm	34720000	13114	187,3428571	26,61842148	0,215061485
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component30.seg	3	Cytoplasm	34224000	12582	182,3478261	31,06137591	0,075134619
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component30.seg	4	Cytoplasm	28272000	15831	277,7368421	24,1041313	0,200951767
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component30.seg	5	Cytoplasm	24304000	8049	164,2653061	30,28436696	0,140808373
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component30.seg	6	Cytoplasm	9920000	3442	172,1	31,77906783	0,074777673
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component30.seg	7	Cytoplasm	7440000	2699	179,9333333	25,80489171	0,355510594
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component30.seg	8	Cytoplasm	5456000	2007	182,4545455	20,69354501	3,473607445
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component30.seg	9	Cytoplasm	4960000	1820	182	32,33648822	0,038538034
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component31.seg	1	Cytoplasm	49600000	17505	175,05	31,35748612	0,048394365
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component31.seg	2	Nucleus	23808000	21780	453,75	25,91817173	0,172191315
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component31.seg	3	Mixed	22320000	16536	367,4666667	27,14409354	0,146654583
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component31.seg	4	Cytoplasm	10912000	6704	304,7272727	25,51651957	0,454550396
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component31.seg	5	Cytoplasm	6944000	3386	241,8571429	27,64809826	0,300446696
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component31.seg	6	Nucleus	5456000	5867	533,3636364	26,23008983	0,310241324
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component31.seg	7	Nucleus	4960000	3976	397,6	18,79546129	4,680616726
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component32.seg	1	Cytoplasm	15872000	5264	164,5	27,31321725	0,109640238
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component32.seg	2	Cytoplasm	15376000	5013	161,7096774	23,93834668	0,545911762
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component32.seg	3	Cytoplasm	13888000	5101	182,1785714	24,12521769	0,519087027
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component32.seg	4	Cytoplasm	13392000	4479	165,8888889	24,77021484	0,639919068
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component32.seg	5	Cytoplasm	11904000	3801	158,375	24,38444639	0,56881695
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component32.seg	6	Cytoplasm	6944000	3034	216,7142857	26,85440368	0,394852594
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component32.seg	7	Cytoplasm	6448000	2431	187	18,23441496	4,105172435
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component32.seg	8	Cytoplasm	5952000	2368	197,3333333	24,89282148	0,338445081
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_016\test_component32.seg	9	Cytoplasm	5952000	1904	158,6666667	22,06865378	0,316316962
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component01.seg	1	Cytoplasm	8160000	4787	281,5882353	34,41058106	0,063498349
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component02.seg	1	Cytoplasm	22080000	16932	368,0869565	27,30129156	0,148516541
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component02.seg	2	Cytoplasm	10560000	7755	352,5	32,60045181	0,087474915
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component02.seg	3	Cytoplasm	6240000	4782	367,8461538	18,09358679	3,972747517
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component03.seg	1	Nucleus	4800000	6064	606,4	18,63389981	3,055959629
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component04.seg	1	Cytoplasm	16320000	10752	316,2352941	24,15286955	0,128567781
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component04.seg	2	Cytoplasm	11520000	8716	363,1666667	22,62235252	0,537315286
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component04.seg	3	Cytoplasm	6240000	4120	316,9230769	25,39054476	0,361573252
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component05.seg	1	Cytoplasm	12960000	7305	270,5555556	24,01031278	0,58085353
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component06.seg	1	Cytoplasm	9120000	6730	354,2105263	24,79802611	0,472265886
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component06.seg	2	Cytoplasm	8640000	5909	328,2777778	24,33630513	0,447409787
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component06.seg	3	Cytoplasm	6720000	6429	459,2142857	19,81947323	2,242052012
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component06.seg	4	Cytoplasm	5760000	3594	299,5	27,05673281	0,318760914
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component06.seg	5	Cytoplasm	4800000	3483	348,3	29,03371833	0,228481582
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component07.seg	1	Cytoplasm	17760000	22898	618,8648649	21,89794511	0,710494148
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component07.seg	2	Cytoplasm	14400000	14926	497,5333333	21,83555556	0,645392811
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component07.seg	3	Cytoplasm	11520000	10057	419,0416667	26,8705493	0,337428169
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component07.seg	4	Cytoplasm	10560000	9547	433,9545455	26,14477247	0,400353602
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component07.seg	5	Cytoplasm	5280000	5006	455,0909091	20,51060959	4,982591998
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component07.seg	6	Cytoplasm	4800000	5615	561,5	18,63389981	4,529629089
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component09.seg	1	Cytoplasm	13440000	7932	283,2857143	31,58222792	0,104585517
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component09.seg	2	Cytoplasm	5760000	3964	330,3333333	27,95857827	0,358578914
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component10.seg	1	Cytoplasm	11040000	7967	346,3913043	24,16353929	0,610958418
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component10.seg	2	Cytoplasm	4800000	3023	302,3	22,08669786	4,529629089
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component11.seg	1	Cytoplasm	8160000	5730	337,0588235	29,89334778	0,222340283
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component12.seg	1	Cytoplasm	17760000	8357	225,8648649	25,12906382	0,561258922
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component12.seg	2	Nucleus	12000000	7272	290,88	21,33533857	0,621402481
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component12.seg	3	Nucleus	7680000	4472	279,5	20,1246118	0,445013233
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component12.seg	4	Nucleus	6240000	3406	262	18,09358679	3,972747517
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component13.seg	1	Cytoplasm	9600000	6077	303,85	32,07569173	0,384050891
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component13.seg	2	Cytoplasm	8160000	4896	288	17,23137255	2,722491729
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component13.seg	3	Cytoplasm	7680000	4764	297,75	24,99848884	0,425014552
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component13.seg	4	Cytoplasm	7200000	4748	316,5333333	25,14157444	0,417199906
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component13.seg	5	Cytoplasm	5280000	3012	273,8181818	26,86701597	0,273417092
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component14.seg	1	Nucleus	9600000	12066	603,3	17,45979509	3,202931445
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component14.seg	2	Nucleus	9120000	10410	547,8947368	24,47805407	0,472265886
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component14.seg	3	Cytoplasm	6720000	4526	323,2857143	23,57693442	0,389386579
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component14.seg	4	Cytoplasm	6720000	4815	343,9285714	17,14759723	2,242052012
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component14.seg	5	Cytoplasm	5280000	4328	393,4545455	20,51060959	4,982591998
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component14.seg	6	Cytoplasm	5280000	3124	284	20,51060959	2,461928026
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component14.seg	7	Cytoplasm	5280000	3666	333,2727273	17,34808865	3,361555592
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component14.seg	8	Cytoplasm	5280000	3415	310,4545455	17,34808865	3,361555592
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component14.seg	9	Cytoplasm	4800000	2897	289,7	28,00299667	0,298815762
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component15.seg	1	Cytoplasm	13920000	9889	341	16,88131113	2,095280945
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component15.seg	2	Nucleus	13440000	17214	614,7857143	37,3831892	0,090401373
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component15.seg	3	Nucleus	7200000	9255	617	25,14157444	0,398451142
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component15.seg	4	Cytoplasm	7200000	5369	357,9333333	25,14157444	0,398451142
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component15.seg	5	Cytoplasm	5760000	4723	393,5833333	19,2	2,452282535
DRY LEA MICHAL_ SEGMENT\LEA_DRY_110125_026\test_component15.seg	6	Cytoplasm	4800000	3860	386	18,63389981	4,529629089
