name	seg_comp	component 	vol_per_comp	pixel_bright_sum_per_comp	mean_pixel_bright_per_comp	compactness_per_comp	sphericity_per_comp
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component17.seg	7	Cytoplasm	92160000	27325	364,3333333	21,0184419	0,232568064
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component17.seg	8	Cytoplasm	76185600	20001	322,5967742	21,12127881	0,462751177
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component17.seg	9	Cytoplasm	74956800	16630	272,6229508	21,5275895	0,405804667
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component17.seg	10	Cytoplasm	68812800	18452	329,5	26,97545233	0,159301211
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component17.seg	11	Cytoplasm	62668800	16490	323,3333333	24,15568807	0,375647818
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component17.seg	12	Nucleus	55296000	44130	980,6666667	22,49497793	0,397538279
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component17.seg	13	Cytoplasm	55296000	12576	279,4666667	28,58117216	0,275310755
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component17.seg	14	Cytoplasm	55296000	16656	370,1333333	24,03561316	0,375016315
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component17.seg	15	Cytoplasm	54067200	12964	294,6363636	19,72862878	0,645125247
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component17.seg	16	Cytoplasm	47923200	10143	260,0769231	26,70035961	0,287260096
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component17.seg	17	Cytoplasm	40550400	14518	439,9393939	23,77355577	0,291528071
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component17.seg	18	Nucleus	31948800	24624	947,0769231	20,47915843	1,125441894
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component17.seg	19	Cytoplasm	30720000	8191	327,64	25,99173678	0,249991268
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component17.seg	20	Nucleus	22118400	18521	1028,944444	23,81800465	0,662331108
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component17.seg	21	Nucleus	20889600	14167	833,3529412	23,34279591	0,735865854
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component17.seg	22	Nucleus	15974400	9827	755,9230769	20,43604576	0,562720947
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component17.seg	23	Nucleus	13516800	11056	1005,090909	22,29835511	0,600132981
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component18.seg	1	Cytoplasm	58982400	14664	305,5	23,35430492	0,246111492
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component18.seg	2	Nucleus	14745600	8086	673,8333333	21,56773711	0,654690524
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component18.seg	3	Cytoplasm	13516800	3429	311,7272727	18,52779068	2,100972245
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component18.seg	4	Cytoplasm	13516800	3205	291,3636364	15,90772522	2,100972245
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component19.seg	1	Nucleus	73728000	70768	1179,466667	27,12158268	0,175561976
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component19.seg	2	Cytoplasm	17203200	4421	315,7857143	22,35868129	0,535629179
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component19.seg	3	Cytoplasm	17203200	3550	253,5714286	25,20814178	0,727114851
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component19.seg	4	Cytoplasm	13516800	3499	318,0909091	25,21566375	0,702991003
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component19.seg	5	Cytoplasm	12288000	5352	535,2	19,13300311	0,762725773
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component20.seg	1	Cytoplasm	101990400	28504	343,4216867	21,71983517	0,485041876
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component20.seg	2	Cytoplasm	29491200	6989	291,2083333	21,82501544	0,883108144
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component20.seg	3	Cytoplasm	13516800	4460	405,4545455	21,2777349	0,787816968
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component21.seg	1	Cytoplasm	68812800	20390	364,1071429	24,29246565	0,299783373
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component21.seg	2	Cytoplasm	36864000	13044	434,8	24,40110906	0,299989522
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component21.seg	3	Cytoplasm	36864000	11262	375,4	20,62451827	0,987675387
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component21.seg	4	Cytoplasm	23347200	14579	767,3157895	22,14068736	0,822438307
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component21.seg	5	Cytoplasm	22118400	21803	1211,277778	26,73491973	0,179993713
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component21.seg	6	Cytoplasm	18432000	4753	316,8666667	17,3965897	1,501374115
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component21.seg	7	Cytoplasm	17203200	15771	1126,5	18,15244965	1,788122681
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component21.seg	8	Cytoplasm	14745600	5620	468,3333333	23,69889836	0,654690524
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component21.seg	9	Cytoplasm	13516800	4232	384,7272727	18,52779068	3,114119999
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component21.seg	10	Cytoplasm	12288000	3880	388	23,86078006	0,63908273
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component22.seg	1	Nucleus	93388800	102702	1351,342105	27,2434574	0,093110926
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component22.seg	2	Cytoplasm	70041600	21720	381,0526316	21,61298406	0,425432533
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component22.seg	3	Cytoplasm	62668800	25184	493,8039216	22,14435184	0,471412596
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component22.seg	4	Cytoplasm	55296000	12208	271,2888889	24,35700362	0,318776025
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component22.seg	5	Cytoplasm	41779200	11040	324,7058824	21,53039035	0,916074779
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component22.seg	6	Cytoplasm	28262400	5902	256,6086957	24,82118225	0,21928366
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component22.seg	7	Cytoplasm	19660800	5816	363,5	25,29527827	0,692579627
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component22.seg	8	Cytoplasm	15974400	3972	305,5384615	22,41995478	0,562720947
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component22.seg	9	Cytoplasm	14745600	3352	279,3333333	20,44015885	0,594231715
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component22.seg	10	Cytoplasm	12288000	3648	364,8	19,75350321	2,831018181
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	1	Cytoplasm	183091200	53284	357,6107383	22,91041936	0,352678988
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	2	Cytoplasm	127795200	42967	413,1442308	23,57338431	0,133757458
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	3	Cytoplasm	119193600	44585	459,6391753	23,25517275	0,236877004
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	4	Cytoplasm	108134400	27280	310	22,34599098	0,257490898
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	5	Mixed	94617600	41406	537,7402597	25,8876133	0,207345871
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	6	Cytoplasm	89702400	21527	294,890411	20,24269942	0,468242425
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	7	Cytoplasm	74956800	23786	389,9344262	20,00779977	0,455287448
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	8	Cytoplasm	71270400	22064	380,4137931	22,17504736	0,410866877
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	9	Cytoplasm	50380800	13164	321,0731707	21,17218698	0,601139434
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	10	Cytoplasm	46694400	15527	408,6052632	22,94457991	0,283621689
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	11	Cytoplasm	44236800	13470	374,1666667	23,37159411	0,295773249
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	12	Cytoplasm	41779200	13188	387,8823529	19,74601947	0,945483373
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	13	Cytoplasm	38092800	14509	468,0322581	25,50676037	0,269512402
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	14	Cytoplasm	33177600	13574	502,7407407	27,83052815	0,133047094
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	15	Nucleus	33177600	16810	622,5925926	22,81057587	0,888907849
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	16	Cytoplasm	33177600	9468	350,6666667	23,38250081	0,249571374
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	17	Mixed	31948800	13400	515,3846154	20,14616809	0,956700489
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	18	Cytoplasm	30720000	8938	357,52	21,64652199	1,082155668
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	19	Nucleus	27033600	18900	859,0909091	18,75786698	0,952296987
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	20	Cytoplasm	25804800	8050	383,3333333	20,15159702	1,039905501
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	21	Cytoplasm	20889600	8703	511,9411765	22,10961099	0,735865854
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	22	Nucleus	20889600	10440	614,1176471	27,8152636	0,162079227
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	23	Cytoplasm	20889600	5382	316,5882353	21,65647672	0,841828263
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	24	Mixed	19660800	8378	523,625	20,79802822	0,872920699
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	25	Cytoplasm	17203200	5328	380,5714286	23,24098343	0,727114851
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component23.seg	26	Cytoplasm	14745600	5678	473,1666667	27,11448066	0,119995809
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component24.seg	1	Cytoplasm	108134400	26369	299,6477273	23,01643896	0,245175121
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component24.seg	2	Mixed	73728000	32741	545,6833333	25,79407339	0,169494616
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component24.seg	3	Cytoplasm	65126400	15654	295,3584906	28,34309342	0,158450907
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component24.seg	4	Cytoplasm	50380800	11777	287,2439024	21,34374746	0,925690543
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component24.seg	5	Cytoplasm	49152000	12493	312,325	23,97450189	0,333347836
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component24.seg	6	Cytoplasm	43008000	9220	263,4285714	25,49825378	0,323518448
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component24.seg	7	Cytoplasm	31948800	8088	311,0769231	23,57845915	0,24032799
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component24.seg	8	Cytoplasm	29491200	7027	292,7916667	21,22075544	1,038869441
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component24.seg	9	Cytoplasm	29491200	7554	314,75	25,54333075	0,212020416
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component24.seg	10	Cytoplasm	13516800	3845	349,5454545	18,52779068	2,100972245
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component24.seg	11	Cytoplasm	13516800	5307	482,4545455	15,90772522	2,100972245
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component24.seg	12	Mixed	12288000	6000	600	22,09782813	0,432862267
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component25.seg	1	Cytoplasm	50380800	11504	280,5853659	18,80447573	1,349823029
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component25.seg	2	Cytoplasm	45465600	12127	327,7567568	28,05197915	0,112233433
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component25.seg	3	Cytoplasm	33177600	7100	262,962963	24,17387823	0,283618674
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component25.seg	4	Cytoplasm	29491200	7404	308,5	22,18575497	0,590402247
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component25.seg	5	Cytoplasm	18432000	5161	344,0666667	23,527599	0,742789643
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component26.seg	1	Cytoplasm	55296000	17613	391,4	25,18994104	0,139540838
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component26.seg	2	Cytoplasm	30720000	12965	518,6	21,64652199	1,237982739
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component26.seg	3	Cytoplasm	28262400	11912	517,9130435	22,02728073	0,995583214
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component26.seg	4	Cytoplasm	28262400	9669	420,3913043	19,45807801	1,13894412
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component26.seg	5	Cytoplasm	19660800	4361	272,5625	16,73895252	1,601465723
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component26.seg	6	Nucleus	17203200	16639	1188,5	18,15244965	1,788122681
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component27.seg	1	Nucleus	60211200	35113	716,5918367	22,82094148	0,365722704
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component27.seg	2	Cytoplasm	54067200	20825	473,2954545	21,06398163	0,869799794
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component27.seg	3	Cytoplasm	36864000	12241	408,0333333	24,50173211	0,42214057
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component27.seg	4	Cytoplasm	34406400	13120	468,5714286	22,32217731	0,754414524
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component27.seg	5	Cytoplasm	28262400	14001	608,7391304	20,78627906	0,619697644
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component27.seg	6	Cytoplasm	17203200	8499	607,0714286	18,15244965	0,802552953
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component27.seg	7	Cytoplasm	14745600	3849	320,75	24,28828434	0,594231715
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component28.seg	1	Cytoplasm	133939200	44213	405,6238532	35,30990182	0,111546695
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component28.seg	2	Cytoplasm	41779200	17168	504,9411765	23,65786127	0,314275064
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component28.seg	3	Cytoplasm	31948800	9684	372,4615385	18,93411454	0,921025158
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component28.seg	4	Cytoplasm	15974400	4558	350,6153846	20,9679871	0,83080755
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component29.seg	1	Cytoplasm	65126400	18324	345,7358491	21,87681246	0,468211751
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component29.seg	2	Nucleus	62668800	62022	1216,117647	23,48342433	0,159323525
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component29.seg	3	Cytoplasm	52838400	16031	372,8139535	20,82938134	0,850031617
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component29.seg	4	Mixed	49152000	29808	745,2	29,18039287	0,052303628
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component29.seg	5	Nucleus	28262400	21674	942,3478261	21,03712661	0,995583214
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component29.seg	6	Nucleus	27033600	16842	765,5454545	23,02852076	0,724295284
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component29.seg	7	Cytoplasm	23347200	9469	498,3684211	22,99083281	0,699127281
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component29.seg	8	Cytoplasm	22118400	8020	445,5555556	22,4846918	0,688666087
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component29.seg	9	Cytoplasm	20889600	9612	565,4117647	18,1197066	1,70155733
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component29.seg	10	Cytoplasm	17203200	5191	370,7857143	18,15244965	1,788122681
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component29.seg	11	Cytoplasm	14745600	5039	419,9166667	21,00142535	0,654690524
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component29.seg	12	Cytoplasm	13516800	4240	385,4545455	22,91064583	0,702991003
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component29.seg	13	Nucleus	12288000	8583	858,3	16,90283671	2,831018181
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component30.seg	1	Mixed	93388800	69729	917,4868421	25,17126339	0,19284823
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component30.seg	2	Cytoplasm	55296000	19170	426	25,68792107	0,11798397
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component30.seg	3	Cytoplasm	18432000	9679	645,2666667	20,71677511	0,818363155
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component31.seg	1	Mixed	31948800	23839	916,8846154	21,15057337	0,956700489
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component31.seg	2	Cytoplasm	28262400	11758	511,2173913	25,32995217	0,229991967
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component31.seg	3	Nucleus	20889600	23191	1364,176471	22,2518557	0,418201591
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component32.seg	1	Mixed	154828800	106090	841,984127	22,00296972	0,330355117
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component32.seg	2	Cytoplasm	141312000	49582	431,1478261	22,67474649	0,309672404
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component32.seg	3	Nucleus	135168000	95519	868,3545455	21,71561617	0,321863622
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component32.seg	4	Cytoplasm	71270400	21324	367,6551724	24,27802442	0,2746625
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component32.seg	5	Cytoplasm	71270400	18018	310,6551724	22,98320074	0,427207322
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component32.seg	6	Nucleus	63897600	49959	960,75	19,59621244	0,731710322
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component32.seg	7	Mixed	36864000	18549	618,3	21,4475254	0,808301275
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component32.seg	8	Cytoplasm	34406400	13709	489,6071429	20,17104942	0,921830362
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component32.seg	9	Cytoplasm	19660800	7088	443	23,01000651	0,792308953
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component33.seg	1	Cytoplasm	83558400	37775	555,5147059	24,92177559	0,463739121
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component33.seg	2	Cytoplasm	77414400	36657	581,8571429	22,93732192	0,464035539
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component33.seg	3	Nucleus	66355200	66893	1238,759259	33,21836328	0,08698667
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component33.seg	4	Nucleus	66355200	52060	964,0740741	19,81373681	1,067481565
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component33.seg	5	Cytoplasm	39321600	19181	599,40625	19,81878463	1,053520413
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component33.seg	6	Cytoplasm	38092800	21162	682,6451613	18,79319032	0,862058369
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component33.seg	7	Cytoplasm	33177600	14662	543,037037	20,69309047	0,888907849
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component33.seg	8	Cytoplasm	31948800	11823	454,7307692	23,33827228	0,194056945
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component33.seg	9	Mixed	31948800	23688	911,0769231	20,14616809	0,956700489
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component33.seg	10	Cytoplasm	28262400	15714	683,2173913	22,77392915	0,241601093
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component33.seg	11	Cytoplasm	25804800	8914	424,4761905	22,24448567	0,772719626
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component33.seg	12	Nucleus	23347200	23136	1217,684211	19,78228352	0,940866882
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component33.seg	13	Mixed	22118400	16559	919,9444444	19,73788892	0,779152081
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component33.seg	14	Cytoplasm	18432000	9734	648,9333333	21,20231233	0,742789643
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component33.seg	15	Nucleus	17203200	22244	1588,857143	22,71676321	0,693270334
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component33.seg	16	Cytoplasm	15974400	5114	393,3846154	19,02923993	1,660399633
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component33.seg	17	Cytoplasm	13516800	6069	551,7272727	20,08893466	0,600132981
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component34.seg	1	Mixed	132710400	85320	790	24,92492692	0,232292957
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component34.seg	2	Nucleus	84787200	84365	1222,681159	24,49122115	0,278957234
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component34.seg	3	Nucleus	34406400	34595	1235,535714	20,48807607	0,921830362
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component34.seg	4	Nucleus	33177600	27648	1024	20,04307592	0,888907849
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component34.seg	5	Cytoplasm	28262400	8971	390,0434783	24,17212615	0,229991967
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component34.seg	6	Nucleus	24576000	21527	1076,35	21,03365299	0,865724534
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component34.seg	7	Nucleus	20889600	14986	881,5294118	21,34676624	0,472741686
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component34.seg	8	Nucleus	18432000	16885	1125,666667	22,68122137	0,779051627
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component35.seg	1	Cytoplasm	174489600	57044	401,7183099	24,76746212	0,171234794
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component35.seg	2	Cytoplasm	133939200	38602	354,146789	23,07421107	0,276584961
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component35.seg	3	Cytoplasm	104448000	44454	522,9882353	26,87983658	0,109320999
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component35.seg	4	Cytoplasm	68812800	18708	334,0714286	25,95329393	0,139383525
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component35.seg	5	Cytoplasm	63897600	19879	382,2884615	23,03182001	0,152153712
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component35.seg	6	Cytoplasm	49152000	16690	417,25	25,4919192	0,319541365
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component35.seg	7	Cytoplasm	45465600	13076	353,4054054	21,28693065	0,342005217
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component35.seg	8	Mixed	30720000	15806	632,24	19,45936103	0,695208362
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component35.seg	9	Cytoplasm	29491200	8786	366,0833333	29,30272932	0,17001388
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_014\test_component35.seg	10	Cytoplasm	14745600	4057	338,0833333	24,28828434	0,51943472
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_028\test_component01.seg	1	Cytoplasm	30720000	9980	399,2	21,29832477	0,823062823
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_028\test_component02.seg	1	Nucleus	28262400	25882	1125,304348	21,03712661	0,995583214
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_028\test_component04.seg	1	Cytoplasm	35635200	22054	760,4827586	26,81881363	0,179507497
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_028\test_component04.seg	2	Nucleus	13516800	15488	1408	18,52779068	2,100972245
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_028\test_component06.seg	1	Cytoplasm	30720000	13712	548,48	25,62153157	0,199713353
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_028\test_component08.seg	1	Cytoplasm	23347200	5405	284,4736842	21,85092458	0,822438307
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_028\test_component09.seg	1	Cytoplasm	40550400	20466	620,1818182	22,47598917	0,917675038
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_028\test_component09.seg	2	Nucleus	40550400	37660	1141,212121	20,3443837	0,889131403
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_028\test_component09.seg	3	Cytoplasm	30720000	16038	641,52	20,95201482	0,919904317
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_028\test_component10.seg	1	Cytoplasm	20889600	12042	708,3529412	22,56586233	0,735865854
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_028\test_component10.seg	2	Nucleus	19660800	17326	1082,875	23,01000651	0,692579627
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_028\test_component10.seg	3	Cytoplasm	15974400	8513	654,8461538	25,02875138	0,478350245
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_028\test_component10.seg	4	Cytoplasm	15974400	6658	512,1538462	23,90397129	0,83080755
DRY LEA MICHAL_ SEGMENT\LEA_DRY_271224_028\test_component10.seg	5	Cytoplasm	13516800	6559	596,2727273	20,68048725	0,702991003
