name	seg_comp	component 	vol_per_comp	pixel_bright_sum_per_comp	mean_pixel_bright_per_comp	compactness_per_comp	sphericity_per_comp
DRY\DRY ICL 13042024_006\test_component01.seg	1	Cytoplasm	43008000	32415	926,1428571	22,78653377	0,333692525
DRY\DRY ICL 13042024_006\test_component01.seg	2	Cytoplasm	39321600	33697	1053,03125	19,05096903	1,053520413
DRY\DRY ICL 13042024_006\test_component01.seg	3	Cytoplasm	28262400	21126	918,5217391	20,67258945	0,846311971
DRY\DRY ICL 13042024_006\test_component01.seg	4	Cytoplasm	15974400	13068	1005,230769	20,43604576	0,643751024
DRY\DRY ICL 13042024_006\test_component02.seg	1	Cytoplasm	70041600	56156	985,1929825	22,83282853	0,379194525
DRY\DRY ICL 13042024_006\test_component02.seg	2	Cytoplasm	51609600	38498	916,6190476	26,014664	0,133183072
DRY\DRY ICL 13042024_006\test_component02.seg	3	Mixed	30720000	26530	1061,2	18,68536796	1,082155668
DRY\DRY ICL 13042024_006\test_component02.seg	4	Cytoplasm	27033600	18829	855,8636364	22,76220345	0,809515799
DRY\DRY ICL 13042024_006\test_component03.seg	1	Cytoplasm	305971200	225148	904,2088353	31,23044391	0,164101087
DRY\DRY ICL 13042024_006\test_component03.seg	2	Cytoplasm	113049600	91482	994,3695652	21,96050854	0,362304159
DRY\DRY ICL 13042024_006\test_component03.seg	3	Cytoplasm	43008000	32111	917,4571429	25,4062356	0,102411152
DRY\DRY ICL 13042024_006\test_component03.seg	4	Cytoplasm	38092800	25553	824,2903226	25,08856759	0,273859704
DRY\DRY ICL 13042024_006\test_component03.seg	5	Cytoplasm	24576000	18924	946,2	26,9218853	0,199993015
DRY\DRY ICL 13042024_006\test_component03.seg	6	Cytoplasm	13516800	10872	988,3636364	18,52779068	2,100972245
DRY\DRY ICL 13042024_006\test_component04.seg	1	Nucleus	143769600	176246	1506,376068	23,350721	0,27693585
DRY\DRY ICL 13042024_006\test_component04.seg	2	Mixed	18432000	18282	1218,8	22,68122137	0,742789643
DRY\DRY ICL 13042024_006\test_component04.seg	3	Cytoplasm	14745600	11522	960,1666667	17,51177889	1,532676584
DRY\DRY ICL 13042024_006\test_component04.seg	4	Cytoplasm	12288000	10090	1009	16,90283671	2,831018181
DRY\DRY ICL 13042024_006\test_component05.seg	1	Nucleus	31948800	32967	1267,961538	19,48567141	1,125441894
DRY\DRY ICL 13042024_006\test_component05.seg	2	Nucleus	23347200	30057	1581,947368	19,9095551	0,673056846
DRY\DRY ICL 13042024_006\test_component06.seg	1	Cytoplasm	33177600	30454	1127,925926	21,2468937	0,888907849
DRY\DRY ICL 13042024_006\test_component06.seg	2	Cytoplasm	14745600	12363	1030,25	19,50459033	0,766899277
DRY\DRY ICL 13042024_006\test_component07.seg	1	Cytoplasm	79872000	55909	860,1384615	27,13508575	0,18109526
DRY\DRY ICL 13042024_006\test_component07.seg	2	Cytoplasm	51609600	51284	1221,047619	23,84615479	0,335518433
DRY\DRY ICL 13042024_006\test_component07.seg	3	Nucleus	27033600	35222	1601	23,41773009	0,231096697
DRY\DRY ICL 13042024_006\test_component07.seg	4	Cytoplasm	18432000	17618	1174,533333	17,3965897	1,501374115
DRY\DRY ICL 13042024_006\test_component08.seg	1	Cytoplasm	65126400	51249	966,9622642	23,46113339	0,375447319
DRY\DRY ICL 13042024_006\test_component08.seg	2	Cytoplasm	20889600	16038	943,4117647	22,88133226	0,841828263
DRY\DRY ICL 13042024_006\test_component08.seg	3	Cytoplasm	14745600	15434	1286,166667	17,51177889	1,532676584
DRY\DRY ICL 13042024_006\test_component09.seg	1	Cytoplasm	172032000	171081	1222,007143	36,59394453	0,143270985
DRY\DRY ICL 13042024_006\test_component09.seg	2	Cytoplasm	51609600	52118	1240,904762	28,32959746	0,309357026
DRY\DRY ICL 13042024_006\test_component09.seg	3	Cytoplasm	39321600	37917	1184,90625	23,69152642	0,266678269
DRY\DRY ICL 13042024_006\test_component09.seg	4	Mixed	25804800	30241	1440,047619	21,4576969	0,909010761
DRY\DRY ICL 13042024_006\test_component09.seg	5	Cytoplasm	19660800	19792	1237	31,13205137	0,119419659
DRY\DRY ICL 13042024_006\test_component09.seg	6	Cytoplasm	13516800	14912	1355,636364	21,69161823	0,702991003
DRY\DRY ICL 13042024_006\test_component11.seg	1	Cytoplasm	20889600	17171	1010,058824	22,10961099	0,735865854
DRY\DRY ICL 13042024_006\test_component11.seg	2	Cytoplasm	14745600	12809	1067,416667	23,11435844	0,766899277
DRY\DRY ICL 13042024_006\test_component12.seg	1	Cytoplasm	39321600	32693	1021,65625	24,61301356	0,319988823
DRY\DRY ICL 13042024_006\test_component12.seg	2	Nucleus	35635200	43664	1505,655172	20,39853302	0,713402715
DRY\DRY ICL 13042024_006\test_component12.seg	3	Cytoplasm	17203200	15858	1132,714286	15,92892695	1,641201618
DRY\DRY ICL 13042024_006\test_component12.seg	4	Cytoplasm	13516800	10763	978,4545455	18,52779068	1,404953535
DRY\DRY ICL 13042024_006\test_component14.seg	1	Cytoplasm	57753600	41563	884,3191489	32,40280453	0,088496806
DRY\DRY ICL 13042024_006\test_component14.seg	2	Cytoplasm	14745600	10011	834,25	22,13904957	0,654690524
DRY\DRY ICL 13042024_006\test_component14.seg	3	Nucleus	14745600	15906	1325,5	15,08416333	2,291969722
DRY\DRY ICL 13042024_006\test_component15.seg	1	Cytoplasm	227328000	191279	1033,940541	28,39430422	0,288123607
DRY\DRY ICL 13042024_006\test_component15.seg	2	Cytoplasm	25804800	22620	1077,142857	23,71965818	0,200215515
DRY\DRY ICL 13042024_006\test_component15.seg	3	Cytoplasm	24576000	23678	1183,9	21,15917687	0,708480891
DRY\DRY ICL 13042024_006\test_component15.seg	4	Cytoplasm	22118400	18600	1033,333333	25,03397972	0,484980765
DRY\DRY ICL 13042024_006\test_component15.seg	5	Cytoplasm	12288000	9910	991	22,09782813	0,63908273
DRY\DRY ICL 13042024_006\test_component16.seg	1	Cytoplasm	89702400	83352	1141,808219	32,72216136	0,062818234
DRY\DRY ICL 13042024_006\test_component16.seg	2	Cytoplasm	17203200	14557	1039,785714	24,30130861	0,606007174
DRY\DRY ICL 13042024_006\test_component16.seg	3	Cytoplasm	12288000	10133	1013,3	22,09782813	0,63908273
DRY\DRY ICL 13042024_006\test_component17.seg	1	Cytoplasm	72499200	57448	973,6949153	20,55279368	0,36096299
DRY\DRY ICL 13042024_006\test_component17.seg	2	Mixed	71270400	75181	1296,224138	22,37618082	0,46333498
DRY\DRY ICL 13042024_006\test_component17.seg	3	Cytoplasm	57753600	43271	920,6595745	21,92503119	0,350795247
DRY\DRY ICL 13042024_006\test_component17.seg	4	Cytoplasm	54067200	45303	1029,613636	22,51911858	0,366682619
DRY\DRY ICL 13042024_006\test_component17.seg	5	Cytoplasm	52838400	42272	983,0697674	23,04281901	0,343506968
DRY\DRY ICL 13042024_006\test_component17.seg	6	Mixed	51609600	52122	1241	24,53515395	0,130238116
DRY\DRY ICL 13042024_006\test_component17.seg	7	Cytoplasm	34406400	28801	1028,607143	24,10302769	0,258814759
DRY\DRY ICL 13042024_006\test_component17.seg	8	Cytoplasm	28262400	23007	1000,304348	24,17212615	0,229991967
DRY\DRY ICL 13042024_006\test_component17.seg	9	Cytoplasm	28262400	23875	1038,043478	20,06227009	0,995583214
DRY\DRY ICL 13042024_006\test_component17.seg	10	Cytoplasm	25804800	24610	1171,904762	25,63989076	0,175007614
DRY\DRY ICL 13042024_006\test_component17.seg	11	Cytoplasm	24576000	20797	1039,85	22,53058175	0,865724534
DRY\DRY ICL 13042024_006\test_component17.seg	12	Mixed	19660800	20524	1282,75	29,55371757	0,159994412
DRY\DRY ICL 13042024_006\test_component17.seg	13	Cytoplasm	17203200	11915	851,0714286	23,24098343	0,894715823
DRY\DRY ICL 13042024_006\test_component17.seg	14	Cytoplasm	14745600	12328	1027,333333	32,4152207	0,110920611
DRY\DRY ICL 13042024_006\test_component18.seg	1	Cytoplasm	27033600	25228	1146,727273	21,61225261	0,724295284
DRY\DRY ICL 13042024_006\test_component18.seg	2	Nucleus	23347200	30926	1627,684211	19,9095551	0,940866882
DRY\DRY ICL 13042024_006\test_component18.seg	3	Cytoplasm	22118400	18185	1010,277778	25,03397972	0,171613299
DRY\DRY ICL 13042024_006\test_component18.seg	4	Nucleus	18432000	22351	1490,066667	21,69158453	0,742789643
DRY\DRY ICL 13042024_006\test_component18.seg	5	Cytoplasm	15974400	14768	1136	22,41995478	0,562720947
DRY\DRY ICL 13042024_006\test_component18.seg	6	Cytoplasm	15974400	13049	1003,769231	20,9679871	0,83080755
DRY\DRY ICL 13042024_006\test_component19.seg	1	Nucleus	57753600	57238	1217,829787	21,15276606	0,415206647
DRY\DRY ICL 13042024_006\test_component19.seg	2	Cytoplasm	33177600	25120	930,3703704	20,04307592	0,993496662
DRY\DRY ICL 13042024_006\test_component19.seg	3	Cytoplasm	28262400	18793	817,0869565	22,39956791	0,757217797
DRY\DRY ICL 13042024_006\test_component19.seg	4	Cytoplasm	23347200	17322	911,6842105	18,97421993	0,940866882
DRY\DRY ICL 13042024_006\test_component19.seg	5	Nucleus	12288000	10658	1065,8	16,90283671	1,909974768
DRY\DRY ICL 13042024_006\test_component20.seg	1	Nucleus	195379200	227286	1429,471698	21,60913068	0,376348719
DRY\DRY ICL 13042024_006\test_component20.seg	2	Cytoplasm	82329600	60860	908,358209	20,6705857	0,493498113
DRY\DRY ICL 13042024_006\test_component20.seg	3	Mixed	46694400	45993	1210,342105	18,5853731	1,056716711
DRY\DRY ICL 13042024_006\test_component20.seg	4	Cytoplasm	45465600	31355	847,4324324	25,34953991	0,308346748
DRY\DRY ICL 13042024_006\test_component20.seg	5	Cytoplasm	44236800	33584	932,8888889	19,35353365	1,185210465
DRY\DRY ICL 13042024_006\test_component20.seg	6	Cytoplasm	40550400	30127	912,9393939	17,65420909	1,086442926
DRY\DRY ICL 13042024_006\test_component20.seg	7	Cytoplasm	39321600	24449	764,03125	26,27329643	0,173144907
DRY\DRY ICL 13042024_006\test_component20.seg	8	Nucleus	18432000	19431	1295,4	20,86810254	0,958624096
DRY\DRY ICL 13042024_006\test_component20.seg	9	Cytoplasm	18432000	15734	1048,933333	19,90598149	0,818363155
DRY\DRY ICL 13042024_006\test_component20.seg	10	Cytoplasm	17203200	13292	949,4285714	23,24098343	0,693270334
DRY\DRY ICL 13042024_006\test_component20.seg	11	Cytoplasm	14745600	10521	876,75	28,15702775	0,126052744
DRY\DRY ICL 13042024_006\test_component20.seg	12	Mixed	12288000	12471	1247,1	16,90283671	2,831018181
DRY\DRY ICL 13042024_006\test_component21.seg	1	Cytoplasm	77414400	64316	1020,888889	22,04225187	0,470214905
DRY\DRY ICL 13042024_006\test_component21.seg	2	Cytoplasm	76185600	72251	1165,33871	20,61537004	0,509387262
DRY\DRY ICL 13042024_006\test_component21.seg	3	Cytoplasm	23347200	22654	1192,315789	19,78228352	0,940866882
DRY\DRY ICL 13042024_006\test_component21.seg	4	Nucleus	17203200	24728	1766,285714	18,15244965	1,788122681
DRY\DRY ICL 13042024_006\test_component22.seg	1	Cytoplasm	106905600	86458	993,7701149	23,01863058	0,234273906
DRY\DRY ICL 13042024_006\test_component22.seg	2	Mixed	56524800	50513	1098,108696	25,78908753	0,137523429
DRY\DRY ICL 13042024_006\test_component22.seg	3	Nucleus	49152000	60686	1517,15	27,95565332	0,189422413
DRY\DRY ICL 13042024_006\test_component22.seg	4	Cytoplasm	27033600	17439	792,6818182	19,48745835	0,952296987
DRY\DRY ICL 13042024_006\test_component22.seg	5	Nucleus	15974400	19440	1495,384615	21,87590618	0,643751024
DRY\DRY ICL 13042024_006\test_component22.seg	6	Cytoplasm	12288000	8422	842,2	16,90283671	1,909974768
DRY\DRY ICL 13042024_006\test_component23.seg	1	Nucleus	30720000	28651	1146,04	21,29832477	0,823062823
DRY\DRY ICL 13042024_006\test_component23.seg	2	Nucleus	28262400	25359	1102,565217	20,06227009	0,814753024
DRY\DRY ICL 13042024_006\test_component24.seg	1	Cytoplasm	36864000	31314	1043,8	23,98000278	0,26502552
DRY\DRY ICL 13042024_006\test_component24.seg	2	Cytoplasm	23347200	18841	991,6315789	21,30128696	0,699127281
DRY\DRY ICL 13042024_006\test_component24.seg	3	Cytoplasm	23347200	20358	1071,473684	16,97974071	1,901740546
DRY\DRY ICL 13042024_006\test_component24.seg	4	Cytoplasm	20889600	16598	976,3529412	22,56586233	0,735865854
DRY\DRY ICL 13042024_006\test_component25.seg	1	Cytoplasm	45465600	35633	963,0540541	23,84179791	0,27615796
DRY\DRY ICL 13042024_006\test_component25.seg	2	Cytoplasm	28262400	21769	946,4782609	27,0504927	0,212597837
DRY\DRY ICL 13042024_006\test_component25.seg	3	Cytoplasm	27033600	21515	977,9545455	21,61225261	0,219992316
DRY\DRY ICL 13042024_006\test_component25.seg	4	Cytoplasm	23347200	17943	944,3684211	23,85158919	0,467401779
DRY\DRY ICL 13042024_006\test_component25.seg	5	Cytoplasm	19660800	16057	1003,5625	22,20512503	0,566784713
DRY\DRY ICL 13042024_006\test_component25.seg	6	Cytoplasm	19660800	16457	1028,5625	20,79802822	0,872920699
DRY\DRY ICL 13042024_006\test_component25.seg	7	Cytoplasm	17203200	13747	981,9285714	21,84123202	0,693270334
DRY\DRY ICL 13042024_006\test_component26.seg	1	Cytoplasm	66355200	46912	868,7407407	22,38976417	0,431380843
DRY\DRY ICL 13042024_006\test_component26.seg	2	Cytoplasm	62668800	52036	1020,313725	18,51947967	1,254604774
DRY\DRY ICL 13042024_006\test_component26.seg	3	Cytoplasm	56524800	38487	836,673913	21,38063213	0,377932485
DRY\DRY ICL 13042024_006\test_component26.seg	4	Cytoplasm	54067200	44359	1008,159091	26,19194078	0,128745449
DRY\DRY ICL 13042024_006\test_component26.seg	5	Cytoplasm	47923200	31985	820,1282051	23,5973331	0,360491985
DRY\DRY ICL 13042024_006\test_component26.seg	6	Cytoplasm	43008000	32007	914,4857143	22,50332669	0,349987775
DRY\DRY ICL 13042024_006\test_component26.seg	7	Cytoplasm	35635200	26469	912,7241379	24,25053461	0,256191336
DRY\DRY ICL 13042024_006\test_component26.seg	8	Cytoplasm	25804800	16814	800,6666667	19,39061232	0,909010761
DRY\DRY ICL 13042024_006\test_component26.seg	9	Cytoplasm	24576000	17039	851,95	20,36014293	0,990386191
DRY\DRY ICL 13042024_006\test_component26.seg	10	Cytoplasm	15974400	12636	972	22,41995478	0,643751024
DRY\DRY ICL 13042024_006\test_component26.seg	11	Cytoplasm	14745600	11174	931,1666667	22,13904957	0,51943472
DRY\DRY ICL 13042024_006\test_component26.seg	12	Cytoplasm	13516800	10812	982,9090909	18,52779068	2,100972245
DRY\DRY ICL 13042024_006\test_component27.seg	1	Nucleus	78643200	71238	1113,09375	22,38998189	0,453370347
DRY\DRY ICL 13042024_006\test_component27.seg	2	Nucleus	29491200	21493	895,5416667	29,30272932	0,176775444
DRY\DRY ICL 13042024_006\test_component28.seg	1	Cytoplasm	120422400	79560	811,8367347	23,99216115	0,256942868
DRY\DRY ICL 13042024_006\test_component28.seg	2	Cytoplasm	27033600	18189	826,7727273	24,20264178	0,219992316
DRY\DRY ICL 13042024_006\test_component28.seg	3	Cytoplasm	24576000	11779	588,95	24,6143489	0,358298207
DRY\DRY ICL 13042024_006\test_component29.seg	1	Cytoplasm	94617600	64003	831,2077922	24,67188385	0,195385706
DRY\DRY ICL 13042024_006\test_component29.seg	2	Nucleus	24576000	25832	1291,6	21,43620418	0,865724534
DRY\DRY ICL 13042024_006\test_component29.seg	3	Nucleus	22118400	31718	1762,111111	22,4846918	0,688666087
DRY\DRY ICL 13042024_006\test_component29.seg	4	Cytoplasm	12288000	8923	892,3	21,45344576	0,545575437
DRY\DRY ICL 13042024_006\test_component30.seg	1	Cytoplasm	55296000	37608	835,7333333	19,44652546	1,212451913
DRY\DRY ICL 13042024_006\test_component30.seg	2	Cytoplasm	40550400	27078	820,5454545	24,67724302	0,291528071
DRY\DRY ICL 13042024_006\test_component30.seg	3	Cytoplasm	34406400	27064	966,5714286	20,48807607	0,921830362
DRY\DRY ICL 13042024_006\test_component30.seg	4	Cytoplasm	22118400	18796	1044,222222	20,88129927	0,779152081
DRY\DRY ICL 13042024_006\test_component30.seg	5	Nucleus	19660800	22994	1437,125	23,97622873	0,692579627
DRY\DRY ICL 13042024_006\test_component30.seg	6	Cytoplasm	15974400	14630	1125,384615	21,33633087	0,709248068
DRY\DRY ICL 13042024_006\test_component30.seg	7	Cytoplasm	12288000	9126	912,6	24,52819062	0,63908273
DRY\DRY ICL 13042024_006\test_component31.seg	1	Cytoplasm	34406400	12456	444,8571429	22,5474115	0,247357152
DRY\DRY ICL 13042024_006\test_component31.seg	2	Cytoplasm	31948800	16226	624,0769231	27,04867322	0,070012891
DRY\DRY ICL 13042024_006\test_component31.seg	3	Nucleus	19660800	17407	1087,9375	23,01000651	0,792308953
DRY\DRY ICL 13042024_006\test_component32.seg	1	Mixed	250675200	202178	991,0686275	37,1807146	0,159241524
DRY\DRY ICL 13042024_006\test_component32.seg	2	Cytoplasm	15974400	9615	739,6153846	24,46420653	0,643751024
DRY\DRY ICL 13042024_006\test_component33.seg	1	Nucleus	61440000	57604	1152,08	22,29507484	0,373186433
DRY\DRY ICL 13042024_006\test_component33.seg	2	Cytoplasm	35635200	29377	1013	27,05266692	0,268058143
DRY\DRY ICL 13042024_006\test_component33.seg	3	Nucleus	34406400	42411	1514,678571	26,38142339	0,223678956
DRY\DRY ICL 13042024_006\test_component33.seg	4	Cytoplasm	17203200	10365	740,3571429	20,81852943	0,763805612
DRY\DRY ICL 13042024_006\test_component33.seg	5	Cytoplasm	15974400	12435	956,5384615	16,65702462	1,523972931
DRY\DRY ICL 13042024_006\test_component33.seg	6	Cytoplasm	13516800	9490	862,7272727	21,2777349	0,787816968
DRY\DRY ICL 13042024_006\test_component33.seg	7	Cytoplasm	12288000	7948	794,8	16,90283671	1,909974768
DRY\DRY ICL 13042024_006\test_component34.seg	1	Cytoplasm	44236800	28732	798,1111111	21,60404432	0,332761832
DRY\DRY ICL 13042024_006\test_component34.seg	2	Cytoplasm	35635200	22573	778,3793103	28,42661058	0,241677181
DRY\DRY ICL 13042024_006\test_component34.seg	3	Cytoplasm	24576000	14730	736,5	25,62545555	0,190681443
DRY\DRY ICL 13042024_006\test_component35.seg	1	Cytoplasm	51609600	23767	565,8809524	28,51558668	0,095262838
DRY\DRY ICL 13042024_006\test_component35.seg	2	Cytoplasm	47923200	30701	787,2051282	20,96094149	0,959403651
DRY\DRY ICL 13042024_006\test_component35.seg	3	Cytoplasm	15974400	9847	757,4615385	21,87590618	0,709248068
DRY\DRY ICL 13042024_006\test_component35.seg	4	Cytoplasm	14745600	8068	672,3333333	19,50459033	0,766899277
DRY\DRY ICL 13042024_006\test_component35.seg	5	Cytoplasm	12288000	7020	702	25,88128453	0,278083345
DRY\DRY ICL 13042024_006\test_component36.seg	1	Cytoplasm	65126400	33458	631,2830189	22,59725737	0,390379105
DRY\DRY ICL 13042024_006\test_component36.seg	2	Cytoplasm	50380800	28118	685,804878	22,95637352	0,378978754
DRY\DRY ICL 13042024_006\test_component36.seg	3	Cytoplasm	47923200	25495	653,7179487	23,86497613	0,344533175
DRY\DRY ICL 13042024_006\test_component36.seg	4	Cytoplasm	45465600	21349	577	33,72329015	0,048180279
DRY\DRY ICL 13042024_006\test_component36.seg	5	Cytoplasm	39321600	21181	661,90625	19,81878463	1,053520413
DRY\DRY ICL 13042024_006\test_component36.seg	6	Mixed	29491200	20821	867,5416667	20,16057966	0,79014031
DRY\DRY ICL 13042024_006\test_component36.seg	7	Cytoplasm	24576000	13646	682,3	19,30271525	1,091150874
DRY\DRY ICL 13042024_006\test_component36.seg	8	Cytoplasm	24576000	13027	651,35	25,7595031	0,17668368
DRY\DRY ICL 13042024_006\test_component36.seg	9	Cytoplasm	23347200	14799	778,8947368	20,60150331	0,673056846
DRY\DRY ICL 13042024_006\test_component36.seg	10	Mixed	22118400	15835	879,7222222	20,58675921	0,662331108
DRY\DRY ICL 13042024_006\test_component36.seg	11	Cytoplasm	20889600	10024	589,6470588	18,1197066	2,171291828
DRY\DRY ICL 13042024_006\test_component36.seg	12	Cytoplasm	14745600	7245	603,75	20,44015885	0,766899277
DRY\DRY ICL 13042024_006\test_component37.seg	1	Mixed	97075200	88613	1121,683544	25,23223068	0,166052714
DRY\DRY ICL 13042024_006\test_component37.seg	2	Cytoplasm	87244800	51506	725,4366197	23,93622157	0,201971178
DRY\DRY ICL 13042024_006\test_component37.seg	3	Cytoplasm	20889600	14704	864,9411765	19,57461479	0,841828263
DRY\DRY ICL 13042024_006\test_component37.seg	4	Cytoplasm	18432000	15000	1000	23,18153128	0,742789643
DRY\DRY ICL 13042024_006\test_component37.seg	5	Cytoplasm	14745600	11810	984,1666667	21,56773711	0,51943472
DRY\DRY ICL 13042024_006\test_component37.seg	6	Cytoplasm	13516800	10836	985,0909091	22,91064583	0,702991003
DRY\DRY ICL 13042024_006\test_component37.seg	7	Nucleus	13516800	13615	1237,727273	25,85334366	0,544712405
DRY\DRY ICL 13042024_006\test_component37.seg	8	Cytoplasm	12288000	11145	1114,5	16,90283671	2,831018181
DRY\DRY ICL 13042024_006\test_component38.seg	1	Cytoplasm	106905600	91910	1056,436782	22,44877527	0,245767193
DRY\DRY ICL 13042024_006\test_component38.seg	2	Nucleus	104448000	119150	1401,764706	20,59829637	0,579673902
DRY\DRY ICL 13042024_006\test_component38.seg	3	Cytoplasm	100761600	90857	1108,012195	21,35189257	0,245150461
DRY\DRY ICL 13042024_006\test_component38.seg	4	Cytoplasm	61440000	53758	1075,16	25,33093207	0,236778017
DRY\DRY ICL 13042024_006\test_component38.seg	5	Cytoplasm	43008000	20612	588,9142857	18,63183168	0,597916678
DRY\DRY ICL 13042024_006\test_component38.seg	6	Cytoplasm	36864000	31679	1055,966667	21,4475254	0,641357292
DRY\DRY ICL 13042024_006\test_component38.seg	7	Cytoplasm	34406400	33057	1180,607143	20,17104942	0,991873247
DRY\DRY ICL 13042024_006\test_component38.seg	8	Cytoplasm	27033600	23213	1055,136364	20,85673303	0,952296987
DRY\DRY ICL 13042024_006\test_component38.seg	9	Cytoplasm	25804800	23010	1095,714286	25,22607106	0,200215515
DRY\DRY ICL 13042024_006\test_component38.seg	10	Cytoplasm	23347200	22722	1195,894737	19,78228352	0,822438307
DRY\DRY ICL 13042024_006\test_component38.seg	11	Cytoplasm	20889600	25913	1524,294118	18,1197066	1,70155733
DRY\DRY ICL 13042024_006\test_component38.seg	12	Cytoplasm	13516800	11944	1085,818182	15,90772522	2,100972245
DRY\DRY ICL 13042024_006\test_component39.seg	1	Cytoplasm	108134400	48298	548,8409091	32,36303945	0,092662726
DRY\DRY ICL 13042024_006\test_component39.seg	2	Cytoplasm	86016000	39070	558,1428571	26,81990698	0,158771396
DRY\DRY ICL 13042024_006\test_component39.seg	3	Nucleus	71270400	49903	860,3965517	31,91429191	0,147173649
DRY\DRY ICL 13042024_006\test_component39.seg	4	Cytoplasm	31948800	11972	460,4615385	25,23776713	0,24032799
DRY\DRY ICL 13042024_006\test_component39.seg	5	Cytoplasm	19660800	6785	424,0625	26,79525523	0,159994412
DRY\DRY ICL 13042024_006\test_component39.seg	6	Cytoplasm	17203200	7027	501,9285714	20,81852943	0,763805612
DRY\DRY ICL 13042024_006\test_component39.seg	7	Cytoplasm	17203200	7404	528,8571429	23,76917511	0,894715823
DRY\DRY ICL 13042024_006\test_component39.seg	8	Mixed	12288000	6699	669,9	27,73723013	0,101633259
DRY\DRY ICL 13042024_006\test_component40.seg	1	Nucleus	56524800	44200	960,8695652	23,7525193	0,343331518
DRY\DRY ICL 13042024_006\test_component40.seg	2	Cytoplasm	27033600	12746	579,3636364	17,30476684	1,261154641
DRY\DRY ICL 13042024_006\test_component40.seg	3	Cytoplasm	18432000	7905	527	20,86810254	0,742789643
DRY\DRY ICL 13042024_006\test_component40.seg	4	Cytoplasm	13516800	7970	724,5454545	20,68048725	0,544712405
DRY\DRY ICL 13042024_006\test_component41.seg	1	Cytoplasm	234700800	145089	759,6282723	25,51645397	0,116544498
DRY\DRY ICL 13042024_006\test_component41.seg	2	Cytoplasm	119193600	65892	679,2989691	21,3453893	0,566856168
DRY\DRY ICL 13042024_006\test_component41.seg	3	Cytoplasm	94617600	64135	832,9220779	26,24952118	0,097424159
DRY\DRY ICL 13042024_006\test_component41.seg	4	Cytoplasm	78643200	31103	485,984375	26,28010666	0,222466676
DRY\DRY ICL 13042024_006\test_component41.seg	5	Cytoplasm	77414400	44333	703,6984127	21,28790626	0,446286435
DRY\DRY ICL 13042024_006\test_component41.seg	6	Cytoplasm	62668800	43149	846,0588235	23,33025673	0,375647818
DRY\DRY ICL 13042024_006\test_component41.seg	7	Cytoplasm	58982400	25458	530,375	22,53338734	0,405806835
DRY\DRY ICL 13042024_006\test_component41.seg	8	Cytoplasm	52838400	30865	717,7906977	26,3615662	0,122320573
DRY\DRY ICL 13042024_006\test_component41.seg	9	Cytoplasm	50380800	25758	628,2439024	23,64785038	0,306012875
DRY\DRY ICL 13042024_006\test_component41.seg	10	Cytoplasm	49152000	23978	599,45	23,44832442	0,126841021
DRY\DRY ICL 13042024_006\test_component41.seg	11	Cytoplasm	46694400	22916	603,0526316	23,75713057	0,335698991
DRY\DRY ICL 13042024_006\test_component41.seg	12	Cytoplasm	45465600	24609	665,1081081	29,02844741	0,083420506
DRY\DRY ICL 13042024_006\test_component41.seg	13	Nucleus	44236800	40855	1134,861111	22,1535745	0,96996153
DRY\DRY ICL 13042024_006\test_component41.seg	14	Cytoplasm	41779200	22450	660,2941176	21,53039035	0,250431878
DRY\DRY ICL 13042024_006\test_component41.seg	15	Cytoplasm	39321600	25155	786,09375	23,90166418	0,295788295
DRY\DRY ICL 13042024_006\test_component41.seg	16	Cytoplasm	36864000	22200	740	19,71858192	0,987675387
DRY\DRY ICL 13042024_006\test_component41.seg	17	Nucleus	35635200	30840	1063,448276	24,80689943	0,238261784
DRY\DRY ICL 13042024_006\test_component41.seg	18	Cytoplasm	34406400	14592	521,1428571	27,66676707	0,233343485
DRY\DRY ICL 13042024_006\test_component41.seg	19	Cytoplasm	33177600	12424	460,1481481	19,40001372	1,168728121
DRY\DRY ICL 13042024_006\test_component41.seg	20	Cytoplasm	31948800	13957	536,8076923	19,81500239	1,125441894
DRY\DRY ICL 13042024_006\test_component41.seg	21	Cytoplasm	31948800	15327	589,5	22,75220991	0,477107056
DRY\DRY ICL 13042024_006\test_component41.seg	22	Cytoplasm	27033600	15186	690,2727273	20,34253611	1,08942481
DRY\DRY ICL 13042024_006\test_component41.seg	23	Cytoplasm	25804800	14417	686,5238095	26,05594887	0,185517864
DRY\DRY ICL 13042024_006\test_component41.seg	24	Cytoplasm	23347200	9268	487,7894737	24,1499014	0,699127281
DRY\DRY ICL 13042024_006\test_component41.seg	25	Nucleus	19660800	18849	1178,0625	16,73895252	2,043568779
DRY\DRY ICL 13042024_006\test_component41.seg	26	Cytoplasm	18432000	12911	860,7333333	17,3965897	1,91584573
DRY\DRY ICL 13042024_006\test_component41.seg	27	Cytoplasm	17203200	9836	702,5714286	18,15244965	1,788122681
DRY\DRY ICL 13042024_006\test_component41.seg	28	Cytoplasm	15974400	8466	651,2307692	20,43604576	0,709248068
DRY\DRY ICL 13042024_006\test_component41.seg	29	Cytoplasm	14745600	7939	661,5833333	20,44015885	0,594231715
DRY\DRY ICL 13042024_006\test_component41.seg	30	Cytoplasm	14745600	7123	593,5833333	23,69889836	0,654690524
DRY\DRY ICL 13042024_006\test_component42.seg	1	Cytoplasm	97075200	49399	625,3037975	25,34963115	0,1632489
